entry_id,L,AUC,P@K,P@K/2,P@K/5,K
8yl4,405,0.0,0.0,0.0,0.0,59
8yli,323,0.7534544401423453,0.5574712643678161,0.7126436781609196,0.9117647058823529,174
8yqg,311,0.0,0.0,0.0,0.0,29
8ylh,321,0.7657788384722244,0.6080402010050251,0.7575757575757576,0.9230769230769231,199
8yri,288,0.0,0.0,0.0,0.0,26
8yst,744,0.43909320476380714,0.3939393939393939,0.43902439024390244,0.42424242424242425,165
8ytr,253,0.0,0.0,0.0,0.0,87
8yla,651,0.0,0.0,0.0,0.0,50
8z96,893,0.0,0.0,0.0,0.0,164
8you,937,0.15134631847511773,0.07692307692307693,0.12371134020618557,0.1794871794871795,195
8ymk,452,0.026312958274048663,0.04672897196261682,0.03773584905660377,0.0,107
8ytc,332,0.0,0.0,0.0,0.0,36
8yuf,267,0.6202936978465481,0.37037037037037035,0.575,0.875,81
8ysp,731,0.39924716768031615,0.3575757575757576,0.35365853658536583,0.42424242424242425,165
8yoy,653,0.0,0.0,0.0,0.0,32
8yu5,936,0.15337444127575384,0.07653061224489796,0.12244897959183673,0.1794871794871795,196
8yex,784,0.0929331793398294,0.12727272727272726,0.1111111111111111,0.0,55
8zae,669,0.1907628129481637,0.16296296296296298,0.16417910447761194,0.25925925925925924,135
8yu6,937,0.15126131754344346,0.07575757575757576,0.12121212121212122,0.1794871794871795,198
8zgb,136,0.028650626091580627,0.05357142857142857,0.03571428571428571,0.0,56
8z6d,356,0.5220963212473735,0.4066666666666667,0.49333333333333335,0.5666666666666667,150
8yrl,918,0.0,0.0,0.0,0.0,151
8yv5,345,0.0052446054573946615,0.014925373134328358,0.0,0.0,67
8zgi,782,0.0,0.0,0.0,0.0,52
8zlc,270,0.0,0.0,0.0,0.0,25
8znj,681,0.0,0.0,0.0,0.0,81
8z0c,372,0.7397821406801327,0.47191011235955055,0.7727272727272727,0.8235294117647058,89
8z4i,772,0.4937457136907981,0.21311475409836064,0.4,0.8333333333333334,61
8yt0,735,0.3989241986619271,0.33544303797468356,0.379746835443038,0.45161290322580644,158
8yjy,530,0.028662438814285988,0.03,0.04,0.05,100
8yw7,738,0.415465277030559,0.38323353293413176,0.40963855421686746,0.45454545454545453,167
8z1i,545,0.0,0.0,0.0,0.0,100
8zb5,592,0.09583547648010789,0.07894736842105263,0.10526315789473684,0.10526315789473684,190
8z6e,355,0.5073313641479003,0.4125,0.475,0.53125,160
8zc8,552,0.0005408328826392645,0.023255813953488372,0.0,0.0,43
8z4f,522,0.0,0.0,0.0,0.0,65
8za7,512,0.0013776621296250197,0.009259259259259259,0.0,0.0,108
8zb4,594,0.4297071852031789,0.2545454545454545,0.34146341463414637,0.6666666666666666,165
8za5,275,0.760470133124227,0.6,0.7285714285714285,0.8928571428571429,140
8zac,708,0.1545968944873311,0.10179640718562874,0.13253012048192772,0.21212121212121213,167
8z8y,953,0.0,0.0,0.0,0.0,226
8ze4,563,0.0,0.0,0.0,0.0,106
8zb2,975,0.0,0.0,0.0,0.0,80
8zlh,260,0.02785298985436824,0.01694915254237288,0.034482758620689655,0.0,59
8zo3,612,0.0,0.0,0.0,0.0,63
8zht,836,0.0,0.0,0.0,0.0,143
8zhv,575,0.0,0.0,0.0,0.0,90
8zhu,571,0.0,0.0,0.0,0.0,74
8zlf,396,0.03529905098428789,0.07142857142857142,0.0,0.0,28
8zvg,468,0.1470866652422616,0.08536585365853659,0.0975609756097561,0.125,82
8zro,619,0.0,0.0,0.0,0.0,64
8zvh,467,0.1411324108544959,0.0975609756097561,0.0975609756097561,0.125,82
9a5y,764,0.0,0.0,0.0,0.0,27
9a5x,617,0.0,0.0,0.0,0.0,39
8ztp,782,0.46716479633033325,0.33212996389891697,0.41304347826086957,0.6181818181818182,277
9a3x,777,0.0,0.0,0.0,0.0,85
8zoj,795,0.0,0.0,0.0,0.0,60
9a4u,848,0.0,0.0,0.0,0.0,16
9a5f,485,0.0,0.0,0.0,0.0,35
9a4p,515,0.015576645975137582,0.018518518518518517,0.037037037037037035,0.0,54
9a4k,615,0.12438011812759267,0.10576923076923077,0.125,0.0975609756097561,208
8zpo,612,0.0,0.0,0.0,0.0,62
9a60,443,0.0,0.0,0.0,0.0,11
9a5e,481,0.0,0.0,0.0,0.0,45
9a5z,451,0.0,0.0,0.0,0.0,43
9a5m,808,0.0,0.0,0.0,0.0,25
9a3y,827,0.0,0.0,0.0,0.0,90
9a3z,984,0.0,0.0,0.0,0.0,99
9a72,442,0.0,0.0,0.0,0.0,30
9a6l,717,0.23711406862981918,0.11538461538461539,0.16483516483516483,0.3055555555555556,182
9a5t,670,0.0,0.0,0.0,0.0,72
9a4q,466,0.0,0.0,0.0,0.0,40
9a6s,420,0.0,0.0,0.0,0.0,31
9a6v,379,0.0,0.0,0.0,0.0,27
9a59,742,0.0,0.0,0.0,0.0,25
9a66,1007,0.0,0.0,0.0,0.0,15
9a5s,437,0.0,0.0,0.0,0.0,26
9a4t,648,0.0,0.0,0.0,0.0,22
9a6r,754,0.0,0.0,0.0,0.0,14
9a5w,454,0.0,0.0,0.0,0.0,8
9a70,696,0.03658841991373168,0.043859649122807015,0.05263157894736842,0.0,114
9a5n,767,0.0,0.0,0.0,0.0,13
9a77,677,0.0,0.0,0.0,0.0,77
9a7v,644,0.0,0.0,0.0,0.0,5
9axg,159,0.0,0.0,0.0,0.0,59
9a64,747,0.0,0.0,0.0,0.0,61
9a7e,989,0.0,0.0,0.0,0.0,90
9a5k,839,0.010398483255581365,0.005988023952095809,0.012048192771084338,0.030303030303030304,167
9a7g,813,0.0,0.0,0.0,0.0,50
9avb,244,0.02160291427499713,0.0392156862745098,0.04,0.0,51
9ard,264,0.0,0.0,0.0,0.0,27
9a5c,787,0.0,0.0,0.0,0.0,36
9a7q,801,0.0,0.0,0.0,0.0,7
9a7k,902,0.0,0.0,0.0,0.0,104
9a4z,623,0.0,0.0,0.0,0.0,59
9a7d,815,0.0,0.0,0.0,0.0,120
9av8,515,0.8821595150947715,0.6776315789473685,0.9078947368421053,1.0,152
9avc,195,0.0,0.0,0.0,0.0,24
9ar1,618,0.20056323933089046,0.13924050632911392,0.1794871794871795,0.3333333333333333,79
9a3v,867,0.0,0.0,0.0,0.0,118
9b7y,770,0.0,0.0,0.0,0.0,59
9b2g,597,0.7133023636832038,0.47802197802197804,0.7032967032967034,0.8333333333333334,182
9b4u,284,0.0,0.0,0.0,0.0,37
9b2u,333,0.019784814378239986,0.058823529411764705,0.0,0.0,17
9b4f,670,0.0,0.0,0.0,0.0,123
9bd4,479,0.08404976393174907,0.08571428571428572,0.08571428571428572,0.14285714285714285,70
9b7a,336,0.21272100827763857,0.13432835820895522,0.18181818181818182,0.3076923076923077,67
9b4g,776,0.0,0.0,0.0,0.0,151
9b9o,653,0.3027587406957558,0.14953271028037382,0.3018867924528302,0.47619047619047616,107
9a7y,854,0.17399965834374984,0.15568862275449102,0.18072289156626506,0.18181818181818182,167
9bux,699,0.0,0.0,0.0,0.0,106
9b9n,650,0.30420426928458016,0.1509433962264151,0.3018867924528302,0.47619047619047616,106
9a73,936,0.16061779100391155,0.11094674556213018,0.13313609467455623,0.1925925925925926,676
9av4,503,0.911413063617379,0.7483443708609272,0.92,1.0,151
9b4e,778,0.0,0.0,0.0,0.0,151
9biy,343,0.0,0.0,0.0,0.0,52
9bgl,264,0.0,0.0,0.0,0.0,35
9c68,328,0.32979847339886,0.15,0.225,0.375,80
9bwh,234,0.8855139227376498,0.6814814814814815,0.9104477611940298,1.0,135
9c7o,152,0.5760752573713965,0.391304347826087,0.5652173913043478,0.7777777777777778,46
9c8w,118,0.0,0.0,0.0,0.0,28
9blq,402,0.0,0.0,0.0,0.0,41
9c9b,667,0.0,0.0,0.0,0.0,108
9c69,328,0.4771277281688619,0.21568627450980393,0.36,0.8,51
9bvk,726,0.0,0.0,0.0,0.0,89
9bfr,766,0.0,0.0,0.0,0.0,106
9bwf,235,0.8728604868837367,0.6712328767123288,0.9041095890410958,1.0,146
9bvr,754,0.0,0.0,0.0,0.0,104
9cfs,170,0.16769531092853393,0.17829457364341086,0.171875,0.12,129
9bvm,728,0.0,0.0,0.0,0.0,91
9bur,705,0.0,0.0,0.0,0.0,146
9bou,577,0.022463201270353342,0.020833333333333332,0.041666666666666664,0.0,192
9ccv,268,0.019124783470965086,0.031914893617021274,0.0425531914893617,0.0,94
9bxm,487,0.0,0.0,0.0,0.0,22
9bwi,236,0.9019248435669088,0.7058823529411765,0.9264705882352942,1.0,136
9c3b,588,0.08670396151811985,0.06818181818181818,0.045454545454545456,0.125,44
9c6t,448,0.0,0.0,0.0,0.0,108
9bvl,724,0.0,0.0,0.0,0.0,87
9bvp,728,0.0033452151319622887,0.010526315789473684,0.0,0.0,95
9bvq,700,0.0,0.0,0.0,0.0,93
9c8a,766,0.12087749599118046,0.08108108108108109,0.16666666666666666,0.14285714285714285,37
9bxn,492,0.0,0.0,0.0,0.0,23
9c9a,668,0.0,0.0,0.0,0.0,106
9cd2,427,0.0,0.0,0.0,0.0,48
9c9q,908,0.12383339913992776,0.10727969348659004,0.12307692307692308,0.15384615384615385,261
9c9r,905,0.11640747528888196,0.0984251968503937,0.10236220472440945,0.14,254
9c95,668,0.0,0.0,0.0,0.0,106
9c8b,764,0.12371906307201656,0.08333333333333333,0.16666666666666666,0.14285714285714285,36
9c5g,578,0.010573896625916674,0.017316017316017316,0.008695652173913044,0.0,231
9cdv,884,0.0,0.0,0.0,0.0,46
9ckx,444,0.00072636459348202,0.0044444444444444444,0.0,0.0,225
9bxl,489,0.0,0.0,0.0,0.0,21
9cpz,935,0.2022305892236611,0.1511627906976744,0.20930232558139536,0.27450980392156865,258
9ckf,859,0.0,0.0,0.0,0.0,25
9cu8,285,0.0,0.0,0.0,0.0,65
9cen,835,0.33730087497265665,0.23300970873786409,0.29411764705882354,0.45,103
9cp9,870,0.040487818093369675,0.04411764705882353,0.0392156862745098,0.024691358024691357,408
9cp8,872,0.04086850514514021,0.0412621359223301,0.043689320388349516,0.024390243902439025,412
9ci7,199,0.0,0.0,0.0,0.0,64
9c99,668,0.0,0.0,0.0,0.0,105
9cu3,399,0.03825970154726892,0.04205607476635514,0.037383177570093455,0.023809523809523808,214
9crz,624,0.04408754312068183,0.041666666666666664,0.08333333333333333,0.0,24
9d7l,764,0.12707718513455382,0.07894736842105263,0.15789473684210525,0.14285714285714285,38
9cp7,871,0.037235453140576906,0.04691358024691358,0.039603960396039604,0.024691358024691357,405
9czs,331,0.24934420903312102,0.08333333333333333,0.16666666666666666,0.4444444444444444,48
9d4s,815,0.0,0.0,0.0,0.0,131
9dq1,452,0.0,0.0,0.0,0.0,28
9dqq,435,0.0,0.0,0.0,0.0,43
9dk3,655,0.0,0.0,0.0,0.0,54
9dk1,651,0.0,0.0,0.0,0.0,58
9dir,756,0.0,0.0,0.0,0.0,107
9ddt,286,0.0,0.0,0.0,0.0,54
9dro,554,0.002927033157089016,0.010416666666666666,0.0,0.0,384
9dds,328,0.0,0.0,0.0,0.0,15
9cys,506,0.005054735389998938,0.008130081300813009,0.008130081300813009,0.0,246
9dsb,293,0.10476892011630598,0.05128205128205128,0.06837606837606838,0.13043478260869565,234
9d5x,782,0.0,0.0,0.0,0.0,142
9dex,333,0.2202901196237755,0.16129032258064516,0.1935483870967742,0.3333333333333333,62
9day,465,0.764026303787283,0.5214285714285715,0.7714285714285715,0.9285714285714286,140
9dq0,451,0.0,0.0,0.0,0.0,32
9dws,579,0.6615844616670683,0.40384615384615385,0.6730769230769231,0.85,104
9dis,741,0.0,0.0,0.0,0.0,73
9dcr,429,0.0,0.0,0.0,0.0,98
9dk2,648,0.0,0.0,0.0,0.0,54
9dqp,450,0.0,0.0,0.0,0.0,44
9dri,920,0.4174483165759499,0.30526315789473685,0.4225352112676056,0.5087719298245614,285
9dur,504,0.0,0.0,0.0,0.0,40
9ebk,438,0.3689888509007085,0.14285714285714285,0.2857142857142857,0.696969696969697,168
9e4s,821,0.0529978402158623,0.016666666666666666,0.03333333333333333,0.08333333333333333,60
9e50,777,0.048317440099921824,0.02,0.04,0.1,50
9dqr,456,0.0,0.0,0.0,0.0,44
9dqm,841,0.0,0.0,0.0,0.0,104
9dq2,452,0.0,0.0,0.0,0.0,31
9dxi,279,0.051840294078248965,0.07272727272727272,0.03636363636363636,0.045454545454545456,110
9dmx,869,0.19414774172880087,0.11219512195121951,0.16666666666666666,0.2682926829268293,205
9e56,769,0.04948883003605803,0.020833333333333332,0.041666666666666664,0.1111111111111111,48
9e4u,819,0.06286645851280513,0.017241379310344827,0.034482758620689655,0.09090909090909091,58
9ea5,871,0.1936493376252568,0.11409395973154363,0.16216216216216217,0.27586206896551724,149
9eqo,126,0.10377973554341345,0.0958904109589041,0.0821917808219178,0.10344827586206896,146
9efd,204,0.0,0.0,0.0,0.0,124
9e92,887,0.0,0.0,0.0,0.0,97
9eh6,436,0.0,0.0,0.0,0.0,55
9e4x,765,0.055417670391435164,0.02127659574468085,0.043478260869565216,0.1111111111111111,47
9e72,485,0.0,0.0,0.0,0.0,47
9ejw,286,0.0,0.0,0.0,0.0,50
9ene,658,0.0,0.0,0.0,0.0,135
9eve,346,0.0,0.0,0.0,0.0,65
9f0e,118,0.9383338213969874,0.8110236220472441,0.9682539682539683,1.0,127
9edj,554,0.001432673743105932,0.008064516129032258,0.0,0.0,372
9ezz,123,0.9129231915266971,0.75,0.9558823529411765,1.0,136
9efb,702,0.0,0.0,0.0,0.0,114
9enb,636,0.0,0.0,0.0,0.0,140
9efa,700,0.0,0.0,0.0,0.0,123
9enc,566,0.0,0.0,0.0,0.0,96
9enf,530,0.039622479268683196,0.06,0.04,0.05,100
9f9q,564,0.0,0.0,0.0,0.0,86
9f7e,462,0.0,0.0,0.0,0.0,43
9epn,516,0.47699411422462423,0.33962264150943394,0.4177215189873418,0.5806451612903226,159
9fdo,158,0.0,0.0,0.0,0.0,24
9eu1,826,0.0,0.0,0.0,0.0,19
9f7o,496,0.0,0.0,0.0,0.0,34
9fct,461,0.007416626617710759,0.02702702702702703,0.0,0.0,37
9f0n,609,0.0,0.0,0.0,0.0,25
9erv,386,0.012261889335863096,0.016666666666666666,0.016666666666666666,0.0,120
9f1o,543,0.0,0.0,0.0,0.0,75
9fi0,762,0.0,0.0,0.0,0.0,62
9fqk,863,0.01584027882310767,0.00684931506849315,0.0136986301369863,0.034482758620689655,146
9f28,555,0.0,0.0,0.0,0.0,70
9f7v,496,0.0,0.0,0.0,0.0,33
9fhk,697,0.0,0.0,0.0,0.0,52
9ffk,1002,0.0626379979807064,0.05514705882352941,0.07352941176470588,0.07407407407407407,272
9fzf,298,0.0,0.0,0.0,0.0,32
9frr,185,0.09647021992774447,0.05555555555555555,0.1111111111111111,0.14285714285714285,36
9fge,1002,0.06285449606393229,0.055350553505535055,0.07407407407407407,0.07407407407407407,271
9fzw,878,0.0,0.0,0.0,0.0,76
9fu4,980,0.0,0.0,0.0,0.0,89
9fu7,980,0.0,0.0,0.0,0.0,89
9g0w,640,0.16523159231620127,0.11764705882352941,0.1694915254237288,0.21739130434782608,119
9g0z,644,0.13400118066482783,0.09917355371900827,0.11666666666666667,0.20833333333333334,121
9g10,644,0.13987719711181776,0.11382113821138211,0.13114754098360656,0.20833333333333334,123
9g58,259,0.8341324737296852,0.6111111111111112,0.8888888888888888,1.0,54
9g59,270,0.7123094540792841,0.5,0.625,1.0,64
9fsg,750,0.0019184509190320362,0.01639344262295082,0.0,0.0,122
9ftc,457,0.2940740780424869,0.2684563758389262,0.3108108108108108,0.2413793103448276,149
9fnd,647,0.049120549497929204,0.040372670807453416,0.055900621118012424,0.03125,322
9fuc,980,0.0,0.0,0.0,0.0,87
9fu9,980,0.0,0.0,0.0,0.0,88
9fub,980,0.0,0.0,0.0,0.0,90
9fsl,736,0.048035900440385894,0.046296296296296294,0.07407407407407407,0.047619047619047616,108
9fyi,738,0.054793490267029045,0.05217391304347826,0.08771929824561403,0.043478260869565216,115
9fua,980,0.0,0.0,0.0,0.0,87
9g2w,478,0.5667348112242303,0.35344827586206895,0.4827586206896552,0.6956521739130435,116
9g8u,577,0.0,0.0,0.0,0.0,177
9g2u,456,0.5698369206039171,0.37168141592920356,0.5,0.7272727272727273,113
9g0x,642,0.1422602055280828,0.11016949152542373,0.11864406779661017,0.21739130434782608,118
9g7q,427,0.0,0.0,0.0,0.0,21
9fzn,721,0.0,0.0,0.0,0.0,136
9gao,634,0.0,0.0,0.0,0.0,89
9g7l,262,0.0008450399445148368,0.00819672131147541,0.0,0.0,122
9gbz,287,0.0,0.0,0.0,0.0,28
9grw,737,0.0,0.0,0.0,0.0,57
9gjh,920,0.0,0.0,0.0,0.0,115
9gjb,921,0.0,0.0,0.0,0.0,112
9g87,823,0.025671543345724884,0.03571428571428571,0.023809523809523808,0.030303030303030304,168
9g9u,522,0.06603650139567407,0.07926829268292683,0.08536585365853659,0.0625,164
9gs3,534,0.012192280056158699,0.007575757575757576,0.015151515151515152,0.0,132
9gnd,544,0.0,0.0,0.0,0.0,39
9gjd,920,0.0,0.0,0.0,0.0,110
9gjk,920,0.0,0.0,0.0,0.0,103
9gje,921,0.0,0.0,0.0,0.0,109
9gjl,921,0.0,0.0,0.0,0.0,108
9gji,921,0.0,0.0,0.0,0.0,124
9gs7,540,0.0,0.0,0.0,0.0,22
9gja,920,0.0,0.0,0.0,0.0,110
9giz,779,0.0,0.0,0.0,0.0,53
9gs5,527,0.0,0.0,0.0,0.0,23
9gsl,546,0.0,0.0,0.0,0.0,18
9gxf,434,0.0,0.0,0.0,0.0,46
9gry,536,0.0,0.0,0.0,0.0,25
9h1s,616,0.0,0.0,0.0,0.0,218
9gsq,375,0.0,0.0,0.0,0.0,40
9gyz,442,0.07589023357359617,0.045871559633027525,0.05555555555555555,0.14285714285714285,109
9gyy,444,0.07572590085295394,0.04424778761061947,0.05357142857142857,0.13636363636363635,113
9h5w,816,0.04669519953797638,0.06382978723404255,0.0425531914893617,0.0,94
9he0,782,0.024774096160627656,0.04242424242424243,0.012195121951219513,0.030303030303030304,165
9h6j,896,0.033502977982114636,0.020895522388059702,0.029940119760479042,0.04477611940298507,335
9h6k,936,0.025828979027761167,0.013404825737265416,0.026881720430107527,0.04054054054054054,373
9hij,193,0.6624846773401761,0.4805194805194805,0.6347826086956522,0.7608695652173914,231
9hgm,650,0.0,0.0,0.0,0.0,81
9hqf,280,0.0,0.0,0.0,0.0,30
9hh1,412,0.11934680477523824,0.08411214953271028,0.07547169811320754,0.19047619047619047,107
9h8u,934,0.0,0.0,0.0,0.0,26
9gzv,437,0.4317312509259212,0.2158273381294964,0.35251798561151076,0.6,278
9hbm,439,0.42590807307606215,0.2074074074074074,0.3333333333333333,0.6111111111111112,270
9h6l,918,0.032323947131948236,0.018518518518518517,0.037037037037037035,0.04,378
9hjp,790,0.0,0.0,0.0,0.0,29
9he2,776,0.02835387646443315,0.04142011834319527,0.011904761904761904,0.030303030303030304,169
9htw,222,0.026498536693871578,0.12121212121212122,0.0,0.0,33
9h5r,812,0.08581093478003138,0.07865168539325842,0.09090909090909091,0.11764705882352941,89
9hmx,455,0.0,0.0,0.0,0.0,40
9hr1,384,0.015834771638297104,0.04878048780487805,0.0,0.0,41
9hl2,474,0.0,0.0,0.0,0.0,49
9hq8,200,0.0,0.0,0.0,0.0,119
9ht6,239,0.05389724069929913,0.06060606060606061,0.030303030303030304,0.07692307692307693,66
9h6r,809,0.07557086065754165,0.075,0.075,0.125,80
9hq0,280,0.0,0.0,0.0,0.0,28
9hih,546,0.8675353597713473,0.6305732484076433,0.8974358974358975,1.0,157
9h2q,542,0.0,0.0,0.0,0.0,46
9h4a,282,0.7826176763023094,0.5714285714285714,0.7857142857142857,0.9375,84
9hqh,280,0.0,0.0,0.0,0.0,29
9hqa,648,0.2992939822839353,0.15789473684210525,0.21052631578947367,0.5,114
9idz,685,0.032678483592563395,0.00904977375565611,0.01818181818181818,0.045454545454545456,221
9hu0,338,0.0,0.0,0.0,0.0,30
9hrb,769,0.46558356253792754,0.305,0.43,0.65,200
9hv7,228,0.0,0.0,0.0,0.0,35
9iia,837,0.0,0.0,0.0,0.0,53
9iez,193,0.0,0.0,0.0,0.0,29
9i1y,530,0.07463126084840295,0.034482758620689655,0.06944444444444445,0.1724137931034483,145
9ieh,664,0.02483458801863256,0.0091324200913242,0.01834862385321101,0.046511627906976744,219
9i20,536,0.0,0.0,0.0,0.0,21
9i25,264,0.03299799172622636,0.03278688524590164,0.06666666666666667,0.0,61
9ilo,247,0.2268636509279748,0.2085889570552147,0.24691358024691357,0.3125,163
9ikp,368,0.0,0.0,0.0,0.0,30
9iey,195,0.0,0.0,0.0,0.0,32
9i8y,804,0.0,0.0,0.0,0.0,81
9icz,533,0.018186477914901054,0.05172413793103448,0.034482758620689655,0.0,58
9im9,246,0.2191707883010626,0.1962025316455696,0.24050632911392406,0.3225806451612903,158
9ig8,534,0.004387003325913658,0.008403361344537815,0.008403361344537815,0.0,476
9ime,292,0.026407450754188676,0.044444444444444446,0.045454545454545456,0.0,45
9inr,290,0.07178079033710899,0.043478260869565216,0.09090909090909091,0.0,23
9iql,246,0.48583362079477366,0.32989690721649484,0.4583333333333333,0.5789473684210527,97
9iqk,245,0.46690597765314934,0.31683168316831684,0.46,0.6,101
9ir1,250,0.14149360751234333,0.15894039735099338,0.16,0.1,151
9ipt,372,0.7416097757233872,0.47058823529411764,0.7857142857142857,0.8235294117647058,85
9iok,340,0.013780809294626523,0.015873015873015872,0.015873015873015872,0.0,126
9ink,441,0.0,0.0,0.0,0.0,45
9iq7,249,0.5009037335238935,0.336734693877551,0.4489795918367347,0.631578947368421,98
9ir0,734,0.0,0.0,0.0,0.0,27
9j2p,740,0.0,0.0,0.0,0.0,74
9irz,185,0.3880855504541722,0.26,0.36,0.55,100
9iq5,239,0.25752855519878903,0.28378378378378377,0.2972972972972973,0.21428571428571427,74
9iv0,344,0.009086989653305762,0.016666666666666666,0.0,0.0,120
9if5,762,0.0,0.0,0.0,0.0,12
9ivi,519,0.0,0.0,0.0,0.0,56
9iyx,351,0.06594401014740359,0.01904761904761905,0.038461538461538464,0.09523809523809523,105
9j2a,526,0.0,0.0,0.0,0.0,109
9j2m,740,0.0,0.0,0.0,0.0,73
9jdc,840,0.0,0.0,0.0,0.0,164
9j0t,348,0.00099429068160255,0.017241379310344827,0.0,0.0,116
9j2c,515,0.0,0.0,0.0,0.0,109
9j2b,529,0.0,0.0,0.0,0.0,106
9izn,696,0.02871437175510568,0.016483516483516484,0.02197802197802198,0.027777777777777776,182
9j29,528,0.0,0.0,0.0,0.0,108
9j9w,310,0.0,0.0,0.0,0.0,63
9je9,830,0.04692477293817753,0.022222222222222223,0.045454545454545456,0.1111111111111111,45
9j2e,740,0.0,0.0,0.0,0.0,74
9jeh,684,0.05793151456302549,0.025974025974025976,0.05194805194805195,0.13333333333333333,154
9j3u,913,0.24245729968223872,0.09876543209876543,0.18518518518518517,0.34375,162
9j47,316,0.0,0.0,0.0,0.0,45
9jm8,130,0.030557128237199492,0.022222222222222223,0.045454545454545456,0.0,45
9jm2,134,0.0,0.0,0.0,0.0,39
9j2r,740,0.0,0.0,0.0,0.0,72
9j28,516,0.0,0.0,0.0,0.0,109
9j30,741,0.0,0.0,0.0,0.0,74
9jbh,668,0.036940333610635166,0.05,0.02857142857142857,0.03571428571428571,140
9jb5,235,0.052398361092385326,0.0449438202247191,0.045454545454545456,0.058823529411764705,89
9jdd,315,0.0,0.0,0.0,0.0,46
9jdb,808,0.0,0.0,0.0,0.0,138
9jdn,845,0.0,0.0,0.0,0.0,85
9j33,740,0.0,0.0,0.0,0.0,73
9jpl,295,0.38125921313152317,0.3191489361702128,0.34782608695652173,0.3333333333333333,47
9j4p,681,0.03748472988311939,0.018518518518518517,0.018518518518518517,0.047619047619047616,108
9jaq,736,0.0,0.0,0.0,0.0,84
9jdi,501,0.0,0.0,0.0,0.0,74
9jpk,286,0.2819460677368457,0.32432432432432434,0.3333333333333333,0.2857142857142857,37
9jc7,850,0.0,0.0,0.0,0.0,88
9jrr,308,0.18124247312497224,0.18867924528301888,0.19230769230769232,0.2,53
9jq8,221,0.7241463719055216,0.48484848484848486,0.6938775510204082,0.9473684210526315,99
9k4q,178,0.0,0.0,0.0,0.0,27
9jog,738,0.00046266864448682633,0.015151515151515152,0.0,0.0,66
9k8c,180,0.0,0.0,0.0,0.0,34
9jzo,346,0.0,0.0,0.0,0.0,22
9jtw,792,0.13645076605315135,0.0880503144654088,0.11392405063291139,0.1935483870967742,159
9jxw,817,0.20192314352997767,0.06766917293233082,0.13636363636363635,0.34615384615384615,133
9joh,738,0.0,0.0,0.0,0.0,63
9jof,736,0.0032844378086120066,0.029850746268656716,0.0,0.0,67
9k9p,132,0.06973060856387382,0.03389830508474576,0.06896551724137931,0.18181818181818182,59
9k8k,110,0.17727984615032,0.21428571428571427,0.14285714285714285,0.2,28
9jsp,673,0.0,0.0,0.0,0.0,38
9jxd,754,0.06683006675511961,0.07547169811320754,0.11538461538461539,0.0,53
9k0a,573,0.0,0.0,0.0,0.0,172
9k2f,456,0.03442551321549713,0.013793103448275862,0.027777777777777776,0.06896551724137931,145
9k8h,182,0.0,0.0,0.0,0.0,29
9jxp,770,0.060751323511098285,0.09433962264150944,0.07692307692307693,0.0,53
9k7u,190,0.015385175976474652,0.04477611940298507,0.030303030303030304,0.0,67
9k6w,414,0.0,0.0,0.0,0.0,7
9k3e,224,0.10903985084494071,0.04838709677419355,0.0967741935483871,0.16666666666666666,62
9kkt,759,0.013776549711774411,0.02030456852791878,0.01020408163265306,0.0,197
9kns,143,0.12085619998812172,0.08108108108108109,0.08108108108108109,0.07142857142857142,74
9kql,201,0.17248957194294698,0.12295081967213115,0.16393442622950818,0.25,122
9k0b,576,0.0,0.0,0.0,0.0,193
9kfd,823,0.04652354951194446,0.04411764705882353,0.04411764705882353,0.07407407407407407,136
9kkb,530,0.02835359041172539,0.022222222222222223,0.044444444444444446,0.0,90
9kkv,761,0.013534829577034464,0.02,0.01,0.0,200
9koj,556,0.0,0.0,0.0,0.0,123
9kqf,754,0.0,0.0,0.0,0.0,155
9knp,751,0.012844623691559118,0.06349206349206349,0.0,0.0,63
9kqj,754,0.0,0.0,0.0,0.0,151
9kka,726,0.4286574002673494,0.3707865168539326,0.42696629213483145,0.5142857142857142,178
9k7k,491,0.11536982552593755,0.05357142857142857,0.10714285714285714,0.09090909090909091,56
9kup,260,0.36691843424453996,0.25675675675675674,0.35135135135135137,0.35714285714285715,74
9km6,516,0.017248563900266644,0.015625,0.015625,0.0,128
9kq4,571,0.11988594023092904,0.09941520467836257,0.1411764705882353,0.11764705882352941,171
9kza,366,0.0,0.0,0.0,0.0,14
9l5y,921,0.0,0.0,0.0,0.0,28
9l56,619,0.05694319873235435,0.06493506493506493,0.07894736842105263,0.06666666666666667,77
9kqv,732,0.0,0.0,0.0,0.0,88
9ku9,738,0.0,0.0,0.0,0.0,90
9kyl,280,0.0,0.0,0.0,0.0,14
9kqw,630,0.0,0.0,0.0,0.0,64
9kwa,721,0.276242188025157,0.16091954022988506,0.22988505747126436,0.4117647058823529,174
9kpr,567,0.12220687472891194,0.09239130434782608,0.08695652173913043,0.16666666666666666,184
9kw9,709,0.26659635190920095,0.16666666666666666,0.1935483870967742,0.35135135135135137,186
9kz5,362,0.0,0.0,0.0,0.0,14
9kwf,648,0.0,0.0,0.0,0.0,76
9kyv,253,0.0,0.0,0.0,0.0,20
9l23,716,0.0,0.0,0.0,0.0,122
9l87,375,0.0,0.0,0.0,0.0,52
9kqi,754,0.0,0.0,0.0,0.0,155
9ll4,212,0.03534485215364304,0.043478260869565216,0.043478260869565216,0.0,46
9l9x,893,0.0,0.0,0.0,0.0,163
